uuid,schooltype3,age3,gender2,major2
3a685400-3113-43a8-8ed0-8c43be0b313d,2-year college,35+,male,non-STEMB
8ad74644-e40e-4017-bdde-b7cd8d336567,4-year university,18-19,male,STEM
b136e8fd-7459-4887-82f2-d93da40d9ab6,4-year university,20-24,female,non-STEMB
945b763f-e53c-490d-800d-7e56d1bbf64d,4-year university,20-24,female,non-STEMB
aa30503a-5fcf-4964-8d4e-bacbabab8521,4-year university,20-24,male,STEM
633204db-5075-4e9c-a50b-b44daffe018a,graduate school,18-19,female,non-STEMB
d62b8efb-bf27-48db-b3f9-c240357cbbdc,graduate school,20-24,female,STEM
82e680ab-bb5c-4922-b804-86bda52618de,4-year university,25-34,female,STEM
67232b89-bc93-4c06-b0f0-a021b9edcb57,graduate school,20-24,female,STEM
9982a4e4-f61c-4fc0-a33e-21603371b2ff,4-year university,20-24,female,STEM
41b1b0fa-efe6-4256-aa0d-d4c61c8e7b52,4-year university,20-24,female,STEM
380b6f85-63c9-4f69-a808-389fbde070a5,graduate school,25-34,male,STEM
0da9927c-4441-4977-a14a-c8734648e89b,4-year university,20-24,male,non-STEMB
1b2168da-cc85-421a-aaf2-c9951c2a6662,4-year university,18-19,female,STEM
e8196927-2217-4336-9b73-fa683bc7be1b,graduate school,25-34,male,STEM
6d2e2d51-6ff5-47b9-974b-5410fd7f262a,4-year university,18-19,female,STEM
eb2bad0b-a01a-4f74-ba39-862dd3adbf5a,4-year university,20-24,female,STEM
c09e5beb-f838-4802-9104-48d2e0128e66,4-year university,35+,female,STEM
b30668ce-a599-4d90-902a-bc4c8315a753,4-year university,18-19,female,non-STEMB
8701b963-1afd-46f6-8b5c-3761b69f20bd,4-year university,20-24,female,STEM
94a122d7-5b8f-48f1-9e52-a8e4363e3e38,4-year university,20-24,female,STEM
ad3c67a9-3ead-48d4-93da-16a29cd0bc7b,4-year university,25-34,male,STEM
8e8ffc94-79ae-4f3f-9a91-4a5903ac37da,graduate school,20-24,female,non-STEMB
e2816b38-a351-4a3e-963d-de39a4af3236,4-year university,20-24,female,STEM
c0173496-d5d4-4bfe-b0ea-162dd5b8fbac,graduate school,18-19,female,non-STEMB
1f43b250-5c11-4b00-b176-1962c1b4e270,4-year university,35+,female,non-STEMB
8d6e1031-61a0-46a9-bd41-7e6df2f49e4d,4-year university,35+,female,STEM
0283c67c-d178-472b-a522-36afb638a486,4-year university,20-24,female,STEM
6f9e58a1-72ec-4574-9486-f254d897ec3a,4-year university,20-24,female,non-STEMB
9f00413c-9c9c-4acc-a66e-8371a69a62cf,4-year university,18-19,male,STEM
915323a6-a234-4eca-a6dc-a8fce30cabca,4-year university,20-24,male,STEM
c0e788c4-1cf8-4cfd-ab25-99ed93f76b6a,4-year university,18-19,Non-Binary,non-STEMB
d6fdca13-8f83-4670-9c2c-5c6a0cbb2b20,4-year university,25-34,female,non-STEMB
d872f417-88bf-47f7-9039-39fda17eeb68,2-year college,20-24,female,non-STEMB
41a55592-2273-4585-8b78-dc99d6e3b82d,graduate school,18-19,female,STEM
3b32c7ca-0558-4a36-ae3e-4cfe5d8067dc,4-year university,20-24,male,non-STEMB
a4d685ce-8abf-449d-95c2-092ab2b6ec0b,4-year university,20-24,female,STEM
ba0cb1bd-4ca8-408e-9ee6-69745546d676,2-year college,35+,female,non-STEMB
08adf95a-b093-45ee-8313-9a5be0aa38a8,4-year university,20-24,female,non-STEMB
66ad852f-0aa8-4244-b955-d61690ade3a5,4-year university,18-19,female,non-STEMB
ba5e6e37-85c3-4172-a6fc-7277bcadbcd0,4-year university,20-24,male,STEM
14ac16e1-27c8-4490-b0b5-d1c6c087e2dc,4-year university,25-34,female,non-STEMB
ff153848-53ad-4711-927b-473533655bdf,graduate school,20-24,female,STEM
21b1ecee-1622-43cb-9c82-39b24a2df7ee,4-year university,20-24,male,STEM
281e7cc4-d170-4b7c-98a7-afa4f960085a,4-year university,20-24,female,non-STEMB
193d6233-8bb4-4041-a973-4a398a92c2c2,4-year university,18-19,male,STEM
4a8cf2be-9f6a-472e-964d-931d31a17d36,4-year university,18-19,male,STEM
17813ad7-1756-4871-8ed8-b7fd962c1eb6,4-year university,18-19,female,STEM
c6b6099d-7be4-4e5e-a687-d2512235aa1e,graduate school,35+,female,non-STEMB
5a072bb5-1cd4-47ec-9cc5-a348ec765d8d,4-year university,20-24,female,STEM
b8cacd7d-9ecd-44da-9f20-5b46eb90edff,4-year university,20-24,female,STEM
5b1b0294-c575-4b9c-b39b-fefd096ef56a,4-year university,18-19,female,non-STEMB
1ff89fc5-8132-4ed4-92b2-49b67eec9d14,2-year college,20-24,male,non-STEMB
3e491ac5-a499-4a21-a158-d6fc97686dfd,4-year university,20-24,female,non-STEMB
4946f181-624d-4f2f-96f9-85ae2b85b896,graduate school,18-19,female,STEM
410b2789-e016-4470-bf49-926552f9d014,4-year university,25-34,male,STEM
2cfa5dc4-e64d-425d-8040-e59349d09a61,4-year university,18-19,female,non-STEMB
1b7869c0-0cee-411b-aac9-b71ad2c3b651,4-year university,25-34,male,STEM
26c551e8-dc60-459f-8830-3ffa50477995,4-year university,35+,female,non-STEMB
6667ec54-07d1-475c-af99-7f26509a5dbc,graduate school,35+,female,STEM
b69fdbfd-96b8-4232-909b-4c292f0a8ca5,4-year university,35+,female,non-STEMB
86becec2-625d-4303-946d-8a50b63267ae,2-year college,18-19,female,non-STEMB
92358180-bc71-4da2-95b8-4e1cf3df3871,graduate school,25-34,male,STEM
1d75fc19-47a7-4353-a31d-abd76dc2f116,graduate school,18-19,female,STEM
85fd2da6-6412-4856-a30b-32f2f04d3816,4-year university,25-34,female,STEM
a3bf0fa4-92f8-4132-91f8-4da5b7bdba25,4-year university,25-34,female,non-STEMB
829995f5-8bb5-4cd6-9b8c-38d800436d68,graduate school,20-24,male,non-STEMB
ba8c0fb9-1e76-460c-8548-0e7ef08a3c91,4-year university,20-24,male,non-STEMB
7ecec763-0009-4ad4-93b5-18272b595c97,graduate school,18-19,female,non-STEMB
19667c60-14a4-44ef-b233-8faa7ccca08f,4-year university,18-19,male,non-STEMB
b486a26e-192c-4d85-ad61-c61766c43f34,graduate school,20-24,female,STEM
c321edf4-cd4b-417c-8ce1-bbac5918a9f1,2-year college,20-24,male,non-STEMB
5092b5d1-30d6-432c-8a3f-917e9d5d53b3,4-year university,25-34,male,non-STEMB
c3ec7a11-2d3d-4888-92b0-4c8f1285da2c,4-year university,20-24,female,STEM
4461457f-5749-4774-a1b7-d86dc1df231b,2-year college,20-24,female,non-STEMB
2708fbb8-8e6d-4773-9911-f7601024c0ca,2-year college,20-24,male,STEM
8ec57f50-efba-4bb1-9756-cec38155f60d,graduate school,20-24,male,non-STEMB
55a28af1-1940-45b7-9b29-bfd1b8c1c5bf,2-year college,20-24,female,non-STEMB
960b51f7-e669-4224-8a8e-a8425f0ee066,4-year university,20-24,male,STEM
8c28f736-ec86-4621-af62-dece5343e7c4,graduate school,18-19,female,non-STEMB
0c416223-2b31-40a9-ad29-de4d2f282396,4-year university,35+,male,non-STEMB
f17e30de-bd5d-44f9-809b-5d90042d5a2c,4-year university,25-34,male,STEM
1016af25-2f98-4a56-88cd-6f4fce5221c0,4-year university,20-24,male,STEM
3b94205f-1172-4627-af6a-8fa25224b496,4-year university,20-24,female,non-STEMB
df218cbc-72fc-4169-887c-c423240882f0,2-year college,20-24,female,STEM
f99563f6-1525-4032-af38-586bfc0c8918,graduate school,25-34,female,non-STEMB
585f8fbf-b5dd-41a3-8ae9-4120eae187ea,4-year university,20-24,female,STEM
9ff6c257-46ea-4979-9b1d-daa71bc4b206,4-year university,18-19,male,STEM
08f1f15c-bbab-4b07-8cc2-aa5d4521b8e1,2-year college,25-34,female,STEM
d3ad3dc3-c05d-47d8-acc4-fdb86e779f03,4-year university,35+,female,non-STEMB
d8a618fa-9001-4766-bfa8-1202e983bcc1,2-year college,20-24,female,non-STEMB
da6d5f77-1ae5-4325-8d99-ceae4fa4ef7b,4-year university,20-24,male,non-STEMB
a073d7c3-91ef-4f6e-952a-b8ab333ad33d,4-year university,35+,male,non-STEMB
8493374b-8a33-4c75-a38b-9cc40eb302ae,4-year university,18-19,male,non-STEMB
8dbd4886-66db-4838-b251-3aa5c9da82a3,2-year college,25-34,female,non-STEMB
6ca77b69-4d82-4793-ad73-de7c7c25cca8,2-year college,20-24,female,non-STEMB
9ff3a546-05d7-43de-a92e-6b6089e15272,4-year university,18-19,female,STEM
76574fa8-0b50-4bf5-a43a-cb8d4934a601,4-year university,25-34,female,non-STEMB
d8009ca6-d705-4a70-b64b-d2226001659b,2-year college,25-34,female,STEM
fdff9c8c-8d15-49ee-9125-60956bd421dc,graduate school,25-34,male,non-STEMB
bedeb55e-21e6-411e-bc98-858cc0fae37d,4-year university,20-24,female,STEM
d2a7ffa2-ed14-43e6-82b9-b6ca6faf49d0,2-year college,25-34,female,STEM
4bc8205f-5cae-455a-b728-e06cb1941baa,graduate school,18-19,male,non-STEMB
e3d6014c-8c82-4882-a457-9c03aff18ea2,4-year university,25-34,male,STEM
600c06bc-4052-4b8b-933a-66f4d7ddb8b2,4-year university,20-24,female,non-STEMB
f2096fc0-5da6-473a-8b7f-8d6dc9b70ec8,4-year university,20-24,female,STEM
9a8450a0-fc7b-4258-8b7d-1a55485ca6f5,graduate school,20-24,female,non-STEMB
179a904a-4430-447e-b87c-7800644eeb3e,4-year university,25-34,female,STEM
e03c1289-15fe-43bd-bc65-ffd95d80ad16,4-year university,18-19,male,STEM
9d4f2c6b-a451-4515-8ad1-cb60ea0d2837,4-year university,20-24,female,STEM
c8b939bd-cbf4-4e72-bcfd-b7c1a2e477ba,4-year university,20-24,male,STEM
0b761fde-9247-4d8f-bb22-ba4f14795fa8,4-year university,25-34,female,STEM
bc03c43b-6527-44c5-b54a-bf7db71e7a06,2-year college,18-19,female,STEM
6a760095-3171-41a4-8609-3a78b7d6f590,4-year university,25-34,female,STEM
a5359645-26f0-4590-9c51-534b6b77fa15,4-year university,20-24,female,STEM
6ae5335c-554a-4362-ad52-c1b736612cde,4-year university,25-34,female,STEM
461235dc-49fa-433d-9b28-65d0177057a0,graduate school,18-19,male,STEM
0b82f1df-da7e-43e2-b914-e318ea488bce,4-year university,18-19,male,non-STEMB
0bc436e9-eed7-4e40-b05f-17923a46babb,4-year university,20-24,female,non-STEMB
7405dacf-ffdf-455d-969d-45575b866296,2-year college,18-19,female,non-STEMB
a84d99bb-9564-4bca-9c81-a9596a179aa7,graduate school,20-24,male,STEM
e5cb64ba-cbcb-4849-9ee7-04b8f21e7f66,2-year college,18-19,female,STEM
9c1c54d7-9eb9-4a65-b546-a459199fd723,2-year college,25-34,male,STEM
8240fb79-cca4-4e27-8968-be6bb93b309f,4-year university,20-24,female,STEM
45bd76b6-9c09-4a28-a826-d3796f6d50ad,4-year university,25-34,female,STEM
973bda2e-b83a-4b46-a9ff-18a840d02323,4-year university,20-24,female,non-STEMB
5ac48782-b3c6-4ce4-9d7d-a504e65558eb,4-year university,18-19,male,non-STEMB
5b133164-69d4-4aa6-94a0-f25f481452f2,2-year college,35+,female,non-STEMB
592b27c8-c426-4657-b7e9-72d76d9f89cc,graduate school,20-24,male,non-STEMB
02729c1b-9eb0-4412-8b87-d37225e46894,2-year college,20-24,female,non-STEMB
bed557ec-f1bf-4324-839a-c52209f40433,2-year college,25-34,female,non-STEMB
f0abefec-2d99-4656-be64-630eeb905abd,graduate school,35+,Non-Binary,non-STEMB
9a7c20fb-5a53-4efd-a21d-4caca4ea0b39,2-year college,20-24,male,non-STEMB
32605228-8e8d-46ff-af92-c0e4b146eb6f,4-year university,35+,female,non-STEMB
d30bd5c2-3475-49ff-ae8b-287b8cdb428a,2-year college,25-34,male,non-STEMB
59d50cd8-398a-4b76-a7b1-ed2ca177f13f,4-year university,18-19,female,STEM
bae75032-4e75-4ab6-963d-499d0199f4dd,4-year university,20-24,male,non-STEMB
2f88f2bb-0df9-4cc8-beb4-0c2e4ad5b522,4-year university,18-19,female,non-STEMB
f842b74a-9051-4599-bc73-bfbafa97c75f,4-year university,18-19,female,STEM
c20ec404-0153-4f49-8d97-c71df62f09bc,4-year university,18-19,female,non-STEMB
17347a3e-bdb4-468f-b1d9-cbf68cb23c04,graduate school,35+,female,STEM
38223463-d709-4185-9517-93434a591cb9,4-year university,35+,male,STEM
3b1b1711-a942-43a6-b180-2d0945562216,4-year university,18-19,male,STEM
f0cc2eee-f092-48f9-9e1c-021552a20ae5,4-year university,20-24,female,non-STEMB
21d0fed7-f1ff-4bc6-9975-516fba44ccfa,4-year university,25-34,female,STEM
a98015a9-68b1-4006-84b3-026b670970dd,2-year college,18-19,female,STEM
d641e12b-2bd0-4cee-8205-15652a839a07,graduate school,25-34,male,non-STEMB
5ab727d3-ddf2-4b23-9ad6-1dff9d36b2f7,4-year university,18-19,male,non-STEMB
6c9cb461-7a61-4e32-b153-52499568a0a9,4-year university,18-19,female,non-STEMB
43b207d5-37d4-43c0-9b39-97f0f5c33df6,4-year university,35+,female,STEM
acd751e1-b924-418d-a339-558f98bb8920,4-year university,18-19,female,non-STEMB
5d07b40f-fc64-48fe-b414-46863b3629b8,graduate school,20-24,female,STEM
f5555a9d-9208-47f8-ba09-cde2082f91e7,2-year college,18-19,female,STEM
706d76fa-2f1c-4940-8da3-2fc16737bbb1,2-year college,20-24,female,non-STEMB
abae649f-7544-4131-a14a-3949d8e20d67,4-year university,35+,female,non-STEMB
7ecd9cb6-9d90-44ac-b68b-f934c0b1ca80,4-year university,20-24,female,STEM
3c1aa9c5-eb72-4deb-8a80-18f0c259a637,4-year university,25-34,female,non-STEMB
e0d988a8-3466-417b-8190-9887587a1762,4-year university,35+,male,STEM
a7d65d8d-c9b1-4f54-8ade-5b6a12122b4d,4-year university,20-24,male,STEM
ab08e185-c753-4d9b-b957-96f792443175,graduate school,20-24,female,STEM
5f7f0d28-831c-43e2-be9c-c71699162233,2-year college,20-24,female,non-STEMB
3590a524-5bf2-496a-8346-2deac990debf,2-year college,25-34,female,STEM
c8382efa-6177-440b-86a0-df479a3fc292,4-year university,25-34,male,STEM
d9eaf0c6-8745-475c-906d-6ad043cc6ce9,4-year university,20-24,female,non-STEMB
de2907bd-508b-4802-947a-30eeeecc240c,4-year university,20-24,male,STEM
574c0ac9-226c-4be0-b918-e414b8f59d29,graduate school,20-24,female,STEM
001609ab-7d06-4477-b182-13e9c72cec09,4-year university,18-19,female,non-STEMB
5cd97ad7-126d-4145-8361-734d4e252482,4-year university,20-24,female,STEM
2eca1644-f901-4b19-9dcb-a11d65a133f2,4-year university,25-34,female,STEM
4b462c87-f20a-452b-9a6b-a08201cb277f,graduate school,20-24,female,STEM
827b2be1-5b8d-4f17-9827-6d8c81c9b677,graduate school,20-24,male,non-STEMB
aa3198e0-ec80-435b-966b-e4df434002ea,2-year college,35+,female,non-STEMB
9846d888-28b6-43f6-8c1a-fe8b99d67dfe,4-year university,20-24,female,STEM
f348b3dc-7958-4bd5-a55f-c0914f254684,4-year university,15-17,male,STEM
60fc2a10-5c46-44e5-b1ec-ab1fc8e75195,2-year college,18-19,female,STEM
68b7a6a9-1274-4b9c-b626-891a1b6f4155,4-year university,20-24,female,non-STEMB
baa46b31-ff61-46ee-ae2b-0293ac2bd6a0,4-year university,25-34,female,non-STEMB
fb21a745-d07a-48cc-8c22-13d106a57d83,4-year university,20-24,female,non-STEMB
613df096-97b6-4a8b-b087-8b6e5c42ab5e,2-year college,20-24,female,non-STEMB
44ae44cd-82e0-4d99-b74c-9756bd1cd5e9,4-year university,25-34,female,non-STEMB
a6e31889-888e-4117-91f3-848f7465ebee,2-year college,20-24,female,non-STEMB
45ff5571-49b8-430b-936c-88472458bbde,4-year university,18-19,female,STEM
5abb2a47-d24a-446f-83fe-d57275cd86ce,graduate school,20-24,female,non-STEMB
181c5148-7276-49fb-80c4-792729eb8419,4-year university,18-19,female,STEM
7743d0cf-fda9-4d92-bae3-f96de24c1403,2-year college,35+,female,STEM
c542e5bb-e3fb-4dcd-9cf1-e6282fa762c9,4-year university,35+,female,STEM
71251ed4-9dac-4c13-82f2-9fbc8dea548a,4-year university,20-24,female,non-STEMB
fdab5b61-1e2a-4924-a6d8-f192f395e810,4-year university,18-19,female,non-STEMB
69bdb97d-2416-4e00-80df-34089ef1fbd7,4-year university,18-19,male,non-STEMB
02b6ef51-dd6d-4e2c-bb1d-3e218993d283,2-year college,18-19,female,STEM
a17f5270-73ee-442a-849f-714831e51227,4-year university,20-24,female,non-STEMB
e5a219bf-1774-44a0-b928-165bea794b40,4-year university,25-34,female,non-STEMB
ffffdc09-a7b0-47b1-8e47-ebf09bf35512,4-year university,20-24,male,non-STEMB
d8bf6c1e-37b7-438b-a4c3-70d5c99b32cd,2-year college,25-34,female,non-STEMB
48a23d93-81a4-4673-9526-145a3ca0cd44,4-year university,25-34,female,non-STEMB
a8de9fb8-87ed-4077-af5d-f433ca515a26,graduate school,20-24,female,non-STEMB
4cb481fb-8372-498d-89b2-b69d78dd4e49,4-year university,25-34,Non-Binary,non-STEMB
52b6b32f-755e-452d-8c26-187b98ffa895,4-year university,35+,male,STEM
d647aa09-5cc4-4cd9-9855-e0fc1f13d0ae,4-year university,25-34,female,STEM
65dd53d0-aae5-407a-b62d-110073fc5f71,graduate school,18-19,male,STEM
09d9fafe-2be8-4135-b3ee-56608d6f656e,4-year university,20-24,female,non-STEMB
489a0309-5272-409a-a6f2-80536d85ce6b,4-year university,25-34,male,STEM
8e2c05cd-2d0e-4898-9f8f-829542b843a0,4-year university,18-19,male,non-STEMB
3b341918-ff95-42c8-aa4d-2d4134302823,4-year university,25-34,male,STEM
70b003c7-e11e-4d10-9230-67783bf2e6ed,4-year university,20-24,male,STEM
c31dfb40-6509-48c2-84a1-a8523229ec54,4-year university,25-34,female,non-STEMB
7e7b38cd-46e9-435c-b0fb-550e211e072d,2-year college,18-19,male,non-STEMB
9a13bf75-ec63-449e-8767-3b94278f3efe,graduate school,18-19,Non-Binary,non-STEMB
40581fab-85f6-4cb8-bc62-5f83ac4b7c21,graduate school,18-19,female,non-STEMB
ac806088-3e8f-4d48-8889-3a998591cb59,4-year university,20-24,male,STEM
db8a3685-434d-4e82-afac-5007b13bd70a,4-year university,25-34,female,STEM
d70d8226-c842-4a14-aebd-37f2dba9b69f,4-year university,20-24,female,STEM
5903f3a5-c77e-4ef8-ae16-d3aacb45d9b9,2-year college,35+,female,STEM
7e86d73c-6e5a-4ee3-9125-8cff1ea9a6a9,4-year university,20-24,female,STEM
b53a831b-6e1c-4e75-a37d-81f8e4125358,4-year university,20-24,male,non-STEMB
4893acd6-b533-4b03-b767-fcbd5deaa96a,4-year university,18-19,female,non-STEMB
4dd8d302-3c3e-4f23-998a-4c1ac5c93fab,4-year university,20-24,female,STEM
a8f2fd10-4d37-4cb8-9584-f6f0af69722b,4-year university,18-19,female,STEM
b02679c1-9166-4ca8-9bcd-4f1fef9e45f4,4-year university,18-19,female,non-STEMB
ebac2f4d-5799-49b1-8cae-c17ffee5c3a6,2-year college,25-34,male,STEM
406dd3a5-ce69-4bbf-84c0-a9d432c9950a,4-year university,18-19,male,STEM
b0d1327e-3047-47cf-898d-32e212dd3f65,4-year university,35+,male,non-STEMB
76b685c0-4515-468e-b486-e3f9d191db86,4-year university,25-34,female,non-STEMB
35c27c28-f579-4342-a0ff-6fb9bad33935,4-year university,18-19,male,non-STEMB
9f41ea79-ff64-43f7-999e-ba5fc9f617c5,4-year university,18-19,female,STEM
4edeb1f9-3bfa-47f1-b64c-7e46ea159b25,4-year university,25-34,female,non-STEMB
faa8a8a2-41df-4dd3-96d3-466b70913df0,2-year college,20-24,male,non-STEMB
f0ead224-dabf-41f5-9d58-d82d076b5ecb,graduate school,18-19,female,non-STEMB
b7699cb1-cf4e-4793-94e0-b5b17b29420d,graduate school,20-24,male,non-STEMB
37e8b93e-ffd1-48c7-963b-a4dbbe4e1c17,4-year university,35+,male,STEM
3b89d8c2-ca00-47a0-9971-6dada5f4b976,4-year university,20-24,male,non-STEMB
76c173e5-dd81-486c-8161-c118d3e9658d,4-year university,20-24,female,non-STEMB
b4cafec2-b594-47ae-b816-c08f6a12910a,graduate school,20-24,male,non-STEMB
ef29042c-7c01-4e6c-b22d-8ddc52ab3ea3,4-year university,20-24,female,STEM
e7618f6f-c65f-402f-b88a-d00792323173,4-year university,20-24,male,STEM
163d41fc-6aa0-4280-a8fc-2bcb7a0eada7,4-year university,18-19,male,non-STEMB
ffef9d84-057f-472c-843a-83874f63d1c4,graduate school,35+,female,non-STEMB
15afa9bd-d751-4222-982d-069c006d76d2,2-year college,25-34,male,non-STEMB
6070c1fe-741a-4cce-9818-19a94c9093e5,2-year college,18-19,female,STEM
57bf2119-e0b3-4029-b603-fb0c9a87326c,4-year university,20-24,female,non-STEMB
26777d37-4a5b-4938-8627-331773eb45a5,graduate school,25-34,male,STEM
0992e343-7bf5-42c4-b8b1-cf72c69537a4,2-year college,20-24,male,STEM
58361328-2252-4887-9b2e-c5a6108a9613,graduate school,18-19,female,non-STEMB
eaadd3b7-495e-43dc-b76f-bfa836375eca,2-year college,25-34,female,STEM
a4f6d1f2-037f-437a-af4d-81289e970f27,4-year university,20-24,male,STEM
be25ffc8-61eb-40b6-9f78-a18e8e5890c7,graduate school,20-24,female,non-STEMB
8beb9cbb-22d9-4e7e-bd88-d8ff49e1b3cd,4-year university,20-24,female,STEM
5e297ef5-2820-4da6-bbb1-d60b62d40918,4-year university,18-19,male,STEM
fd8205d4-33a4-4887-9bf5-d78b4aa1c206,4-year university,18-19,female,non-STEMB
20d703e0-8a1a-4b90-aa41-98d982676407,4-year university,25-34,male,non-STEMB
ae058224-aed2-40b9-80b1-0822849127ad,4-year university,20-24,female,non-STEMB
33317d93-a6ef-4152-a0c8-ef0d77eec261,4-year university,20-24,male,non-STEMB
d10ffd70-6424-473c-9901-384eae71f537,4-year university,35+,female,STEM
22dd782c-9ca4-4e5f-bf0c-9b16839a9c83,4-year university,18-19,female,non-STEMB
b0a965ee-2767-489a-bfdf-493c6f618a72,4-year university,20-24,male,STEM
d86c2e84-e994-4fce-9fe2-e5ac5f514ff1,4-year university,25-34,male,non-STEMB
e2216335-3808-4936-ae8b-e62ca738ecc7,2-year college,18-19,female,STEM
e8b7a65f-3bd3-4974-85ed-56d3962285ec,4-year university,35+,female,non-STEMB
fe352824-81ae-4ec5-b9ff-d4a91c9efc27,4-year university,20-24,male,non-STEMB
4a15831e-6cf7-4959-bc39-12dd129ef4e2,4-year university,20-24,male,non-STEMB
a5771f61-2066-4973-9efd-bb915f07cea2,4-year university,35+,female,non-STEMB
d397b6eb-91ac-4bc6-a553-3a781681ac18,4-year university,25-34,female,STEM
04afe553-be09-4548-a095-2b5576a3a387,graduate school,18-19,female,STEM
da0f90a1-b524-4c14-b2d9-fc214710aaeb,4-year university,20-24,male,STEM
b5c40b6d-0e2d-4007-8e1b-b8c272de31cd,4-year university,25-34,female,STEM
76737d2e-4885-4022-8f18-a538980496a1,2-year college,25-34,female,non-STEMB
3ce224da-bf67-420c-a28a-1e744d65db9c,2-year college,20-24,male,STEM
cdc512bb-40f1-41f5-9acc-037d19a769f3,4-year university,25-34,female,non-STEMB
7b31df71-7449-4f3b-a10b-f2d571684bd8,4-year university,18-19,female,STEM
d94690f8-1465-4c5a-b83d-ab0df49411a3,4-year university,25-34,male,non-STEMB
1148d7da-b958-4c0d-86f3-8f0131a03645,4-year university,20-24,male,STEM
c08e9a37-f726-4c0a-baeb-871b17d08203,graduate school,20-24,male,non-STEMB
123e1fc6-3129-43b1-aba3-91b5971b622c,graduate school,20-24,female,non-STEMB
811df456-303d-43f9-9935-e41e57c35c75,4-year university,20-24,Prefer not to say,STEM
6be95a4b-6735-4078-98ff-200737568903,4-year university,20-24,female,STEM
823b64c6-5d2c-4397-be3c-e4dd7442c9f4,graduate school,25-34,male,STEM
020de7c4-851c-4a04-8e1a-38f01a2e9ece,4-year university,35+,male,non-STEMB
6d8fa5a6-f9ff-415b-bc71-24cc0fc197f3,graduate school,20-24,female,non-STEMB
60c64649-a42e-4356-8ad6-0bee4e18d692,4-year university,25-34,female,non-STEMB
5269135f-ad7b-4c0a-b249-f866927a1084,4-year university,35+,male,non-STEMB
5aa860a9-e751-458f-9645-f610f48ce5ca,4-year university,18-19,female,STEM
22c008ab-10cd-480a-b845-f175a3c044d7,4-year university,20-24,male,STEM
e00815e3-2a07-4db4-9148-3d48940046d5,4-year university,18-19,male,STEM
e95455f6-5c8b-4ce6-b70f-b85db7b62ef5,4-year university,20-24,male,STEM
571c2bb6-2084-4f53-a472-a62af1506ded,graduate school,20-24,male,non-STEMB
c03d477e-49f2-4d43-8e9b-0c2da7c735ba,4-year university,25-34,female,non-STEMB
5dc5bd3d-14e1-4174-9422-4d15cfcc5f4b,2-year college,18-19,male,STEM
89d609e5-a1b3-4c33-a6b0-8d3f6ed5df69,graduate school,25-34,female,non-STEMB
bc16c553-8637-4820-a1a8-93547bd9990b,4-year university,20-24,male,STEM
14d77ab2-b174-47e5-adeb-49a8d247f75f,graduate school,35+,female,STEM
c91882e0-c40c-4625-995e-2f90525d4102,4-year university,20-24,male,STEM
8ae7b550-87df-4d49-a057-a2512afc988a,4-year university,25-34,male,STEM
1cce59f0-eed6-4997-a8e6-c8fbcb5590e6,4-year university,18-19,female,non-STEMB
0f10b924-8818-4bf0-a307-8bab39c233de,4-year university,20-24,male,STEM
ac9140cc-2735-4e49-9ed0-cee4b3e8d41f,4-year university,25-34,female,non-STEMB
d5c316b9-3347-49d4-99c6-05a0912ebba4,4-year university,20-24,male,non-STEMB
ea2e799b-025d-48ea-b237-42a1474c8720,2-year college,35+,female,non-STEMB
841399a8-f9cf-4e86-aa8d-3d4f102e4a6c,2-year college,20-24,female,STEM
a6da9b35-ce95-4c19-8e54-8f2b7ac32057,4-year university,35+,female,STEM
6da0063f-d9f6-4ea5-a7c8-298059a45559,4-year university,35+,male,non-STEMB
f468d1e1-2744-4b21-96c6-34ae55d59131,4-year university,25-34,male,STEM
89930426-57d3-4a32-897a-a423b945dda5,graduate school,25-34,female,non-STEMB
6406ed67-e0b7-4b91-ae19-ee121de829b8,4-year university,25-34,female,non-STEMB
4cd58595-d358-47de-b191-bc7598ea3671,4-year university,20-24,male,non-STEMB
3b4535d6-6dfc-44a1-8647-45f5a4c07d51,graduate school,25-34,male,non-STEMB
83a22620-f8c0-4378-bbfb-1c4e6bcecee8,4-year university,20-24,female,non-STEMB
90c70d20-e987-4ad1-b46d-d9ba8deaf589,4-year university,25-34,female,STEM
4bf271cf-2850-4e74-b83a-7deb3e258d01,2-year college,18-19,male,non-STEMB
174fb8a9-0199-4d63-bf95-09af905eed5d,4-year university,20-24,male,non-STEMB
ae90618e-24de-4442-8ed7-05964c994433,4-year university,35+,female,non-STEMB
209a8f98-cdf6-4db7-8576-1a30adf4aea1,graduate school,18-19,female,non-STEMB
cee1d3ae-a756-46e8-b9dc-387880737a98,2-year college,25-34,male,STEM
3e9752f6-ec2d-4934-9490-3b9cae6dddb4,graduate school,20-24,female,STEM
260ea0c7-5866-4de6-b5ab-bc9813979c7f,2-year college,20-24,female,non-STEMB
f891a01c-54e1-4836-9749-3b71963d46e2,4-year university,25-34,female,STEM
279c10b3-2ce5-49d5-a070-1eeed9382109,4-year university,20-24,female,non-STEMB
5dccc0a3-497f-4143-a3ce-5b59e3799f4a,4-year university,35+,male,non-STEMB
48d1d3f5-c306-482d-b601-0bf7b1e09903,4-year university,20-24,female,STEM
8fb558a8-d6e4-4cab-9107-05abbf3ff482,2-year college,25-34,male,STEM
0b714d9e-aa76-4d55-bedb-477b034974ec,4-year university,20-24,female,STEM
e877d34d-39fd-47b0-a08c-65f0eb4448c0,4-year university,25-34,male,STEM
